id,item,t,Y
15,46,2,0
15,47,2,0
15,48,2,0
15,49,2,0
15,50,2,0
16,1,2,1
16,2,2,1
16,3,2,1
16,4,2,1
16,5,2,1
16,6,2,1
16,7,2,1
16,8,2,1
16,9,2,1
16,10,2,1
16,11,2,0
16,12,2,0
16,13,2,0
16,14,2,1
16,15,2,1
16,16,2,1
16,17,2,1
16,18,2,0
16,19,2,1
16,20,2,1
16,21,2,1
16,22,2,1
16,23,2,1
16,24,2,1
16,25,2,1
16,26,2,0
16,27,2,1
16,28,2,0
16,29,2,1
16,30,2,0
16,31,2,0
16,32,2,1
16,33,2,0
16,34,2,0
16,35,2,0
16,36,2,0
16,37,2,0
16,38,2,0
16,39,2,0
16,40,2,0
16,41,2,1
16,42,2,0
16,43,2,0
16,44,2,0
16,45,2,0
16,46,2,0
16,47,2,0
16,48,2,0
16,49,2,0
16,50,2,0
17,1,2,1
17,2,2,1
17,3,2,1
17,4,2,0
17,5,2,1
17,6,2,1
17,7,2,1
17,8,2,1
17,9,2,1
17,10,2,0
17,11,2,1
17,12,2,0
17,13,2,0
17,14,2,1
17,15,2,1
17,16,2,1
17,17,2,0
17,18,2,0
17,19,2,0
17,20,2,1
17,21,2,1
17,22,2,1
17,23,2,1
17,24,2,1
17,25,2,1
17,26,2,0
17,27,2,1
17,28,2,0
17,29,2,1
17,30,2,0
17,31,2,0
17,32,2,1
17,33,2,1
17,34,2,0
17,35,2,0
17,36,2,1
17,37,2,0
17,38,2,0
17,39,2,0
17,40,2,0
17,41,2,1
17,42,2,0
17,43,2,0
17,44,2,0
17,45,2,0
17,46,2,0
17,47,2,0
17,48,2,0
17,49,2,1
17,50,2,0
18,1,2,1
18,2,2,1
18,3,2,1
18,4,2,1
18,5,2,1
18,6,2,1
18,7,2,1
18,8,2,1
18,9,2,0
18,10,2,0
18,11,2,0
18,12,2,0
18,13,2,0
18,14,2,1
18,15,2,1
18,16,2,1
18,17,2,0
18,18,2,0
18,19,2,0
18,20,2,1
18,21,2,1
18,22,2,1
18,23,2,1
18,24,2,1
18,25,2,1
18,26,2,1
18,27,2,1
18,28,2,0
18,29,2,1
18,30,2,0
18,31,2,0
18,32,2,1
18,33,2,0
18,34,2,0
18,35,2,0
18,36,2,0
18,37,2,0
18,38,2,1
18,39,2,0
18,40,2,0
18,41,2,0
18,42,2,0
18,43,2,0
18,44,2,0
18,45,2,0
18,46,2,0
18,47,2,0
18,48,2,0
18,49,2,0
18,50,2,0
19,1,2,0
19,2,2,1
19,3,2,0
19,4,2,0
19,5,2,1
19,6,2,1
19,7,2,0
19,8,2,1
19,9,2,0
19,10,2,0
19,11,2,0
19,12,2,0
19,13,2,0
19,14,2,0
19,15,2,1
19,16,2,1
19,17,2,0
19,18,2,0
19,19,2,0
19,20,2,1
19,21,2,1
19,22,2,0
19,23,2,1
19,24,2,0
19,25,2,1
19,26,2,1
19,27,2,0
19,28,2,0
19,29,2,1
19,30,2,0
19,31,2,0
19,32,2,1
19,33,2,0
19,34,2,0
19,35,2,0
19,36,2,0
19,37,2,0
19,38,2,0
19,39,2,0
19,40,2,0
19,41,2,0
19,42,2,0
19,43,2,0
19,44,2,0
19,45,2,0
19,46,2,0
19,47,2,0
19,48,2,0
19,49,2,0
19,50,2,1
20,1,2,0
20,2,2,0
20,3,2,0
20,4,2,1
20,5,2,1
20,6,2,1
20,7,2,1
20,8,2,1
20,9,2,0
20,10,2,1
20,11,2,0
20,12,2,0
20,13,2,0
20,14,2,0
20,15,2,1
20,16,2,1
20,17,2,0
20,18,2,0
20,19,2,0
20,20,2,1
20,21,2,1
20,22,2,1
20,23,2,1
20,24,2,1
20,25,2,1
20,26,2,1
20,27,2,1
20,28,2,0
20,29,2,1
20,30,2,0
20,31,2,1
20,32,2,1
20,33,2,0
20,34,2,0
20,35,2,0
20,36,2,0
20,37,2,0
20,38,2,1
20,39,2,0
20,40,2,1
20,41,2,0
20,42,2,0
20,43,2,0
20,44,2,0
20,45,2,1
20,46,2,1
20,47,2,0
20,48,2,0
20,49,2,0
20,50,2,0
